Gene_Id	CP08174_T1R_T-ENSEMBL	CP09800_T1R_T-ENSEMBL	CP07805_T1R_T-ENSEMBL	CP07552_T1R_T-ENSEMBL	CP06649_T1R_T-ENSEMBL	CP10449_T1R_T-ENSEMBL	CP07152_T1R_T-ENSEMBL
AC117457.1	2.26	2.34	0.25	1.08	0	0.21	0
AC118470.1	0	0	0	0	0.11	0.15	0
AC118553.2	0.77	0.93	2.96	1.9	1.86	1.18	2.21
AC119396.1	0.07	0	0	0	0	0	0
AC119674.2	0.31	0	0.32	0.29	0	0	0.26
AC119676.1	0	0	0	0	0	0	0
AC119733.1	0	0	0	0	0	0	0
AC120057.2	0	0	0	0	0.36	0	0
AC120114.4	4.2	3.82	1.44	0	0	2.22	0
AC124312.1	1.85	1.48	0	0.18	0.4	3.25	0.04
AC126283.2	0.82	1.1	0.79	0.64	1.07	0	1.21
AC127029.3	0	0	0	0	0	0	0
AC127496.1	0.79	0.43	0.03	0.05	0.01	0.54	0.01
AC129492.3	0	0	0	0	0.29	2.02	0.12
AC131160.1	0	0	0	0.18	0	0	0
AC132217.2	3.54	0.56	4.55	0	0.58	2.83	2.68
AC134669.1	3.02	2.99	0.36	1.95	0.62	2.01	0
AC134980.2	0.14	0	0	0	0	0	0
AC135050.2	0.29	0.32	0.31	0.2	0	0.53	0.41
AC135068.1	0.89	0.8	0.16	0.25	0.73	0	0.04
AC135068.4	0	0.77	0	0	0.85	0	0
AC135178.3	2.83	3.52	0.95	1.41	1.51	1.45	0.62
AC136428.1	4.03	2.77	0	0	2	0	0
AC137834.1	4.4	5.62	1.61	0	0.12	0.62	0.1
AC138647.1	3.52	0.24	0	0	0.15	0.43	0
AC138696.1	1.73	2.34	0.6	0.68	1.02	2	0.94
AC138811.2	3.13	5.91	3.18	3.1	3.36	5.57	2.93
AC138894.1	2.9	2.61	1.84	3.12	4.84	2.23	2.03
AC138969.1	8.51	10.36	9.15	10.93	10.15	7.44	7.92
AC139491.7	0.21	0	0.03	0.08	0.01	0	0
AC139530.2	1.07	3.61	0.91	1.09	2.06	3.19	0.98
AC140504.1	4.06	1.34	0.81	0.74	0.31	1.49	0
AC187652.1	1.7	0	0	0	0	0.31	0
AC231656.1	0	0	0	0	0	0	0
AC231657.3	0	0.8	0.19	0	0	0	0
AC233723.1	0.36	0	0	0	0	0	0
AC233992.2	0	0.29	0	0.03	0	0	0
AC235565.2	3.34	0.07	0.1	0.07	0.84	0.33	0
AC242628.1	0	0	0	0	0	0	0
AC242842.3	1.04	0.11	0.67	0.5	0.98	0.16	0.12
AC243547.3	0	0	0	0	0	0	0
AC243967.1	0	0	1.56	1.04	0	0	0
AC244197.3	3.87	2.35	3.86	2.97	1.58	6.96	2.23
AC244517.10	0	0.32	0	0	0	0	0
AC245033.1	0	0	0	0	0	0	0
AC245748.1	0	0	0	0	0	0	0
AC253536.7	0	0	0	0	0	0	0
ACAA1	5.56	4.31	4.87	2.67	4.17	5.94	4.57
ACAA2	3.11	5.12	4.87	4.5	2.18	4.73	4.16
ACACA	6.89	5.7	4.98	6.06	7.11	6.12	4.24
ACACB	7.29	3.35	4.27	2.54	3.88	3.96	3.51
ACAD10	5.93	6.16	3.9	3.82	4.22	4.41	3.03
ACAD11	3.69	4.43	4.17	4.49	3.45	3.84	2.72
ACAD8	4.31	6	3.79	3.94	4.51	3.22	3.61
ACAD9	6.59	6.46	5.4	6.28	6.1	5.55	4.97
ACADL	3.28	0.61	2.59	0.44	4.43	1.22	1.2
ACADM	6.63	5.86	6.73	7.28	6.34	5.36	5.61
ACADS	4.96	3.36	2.56	1.08	1.78	3.8	3.13
ACADSB	4.44	2.38	7.56	4.4	6.12	2.43	5.37
ACADVL	9.83	8.84	7.6	6.71	8.27	8.88	8.26
ACAN	3.96	4.28	1.33	4.12	1.37	1.53	1.42
ACAP1	4.17	2.23	2.26	2.82	1.26	3.52	2.98
ACAP2	5	5.91	4.55	6.48	6.1	6.23	5.24
ACAP3	7.04	7.06	2.64	2.86	2.9	5.52	2.14
ACAT1	6.57	6.21	7.83	6.94	7.65	5.71	7.13
ACAT2	6.97	4.33	3.82	4.44	5.33	3.14	3.71
ACBD3	4.17	4.39	3.98	3.99	5.62	5.2	3.46
ACBD4	3.05	4.25	2.74	2.41	3.16	4.2	2.64
ACBD5	4.83	4.3	5.11	5.62	5.97	4.8	3.99
ACBD6	6.08	6.23	4.77	6.56	6.52	5.07	4.06
ACBD7	1.8	2.55	0.62	3.26	2.88	1.77	0.46
ACCS	4.9	4.61	3.42	2.67	1.7	4.69	2.2
ACCSL	2.34	0.63	0.06	0.03	0.08	0.08	0.03
ACD	5.59	5.16	2.93	3.01	3.4	5.35	1.99
ACE	5.34	5.16	3.52	3.51	3.36	5.17	3.89
ACE2	5.19	0.12	0.57	0.04	0.58	0.24	0.06
ACER1	2.04	0.38	0	0.08	0.01	0	0
ACER2	1.24	2.75	0.83	0.58	1.03	1.13	0.5
ACER3	2.92	2.54	3.36	4.18	4.84	3.46	3.53
ACHE	4.54	1.2	0.77	0.25	0.6	3.67	0.4
ACIN1	6.39	7.64	5.07	6.36	6.27	6.76	5.15
ACKR1	3.42	0.58	0.07	0.88	0.58	0.58	0.79
ACKR2	2.38	1.04	1.59	0.97	0.79	0.98	0.99
ACKR3	4.78	2.4	2.28	3.29	1.67	5.76	2.56
ACKR4	2.87	1.67	1.96	2.83	2.41	1.59	1.31
ACLY	6.71	5.4	4.87	5.55	7.5	7	4.95
ACMSD	2.19	1.18	3.95	0.25	0.19	1.21	1.51
ACO1	3.95	4.01	3.89	3.08	4.6	4.33	3.12
ACO2	6.03	6.36	4.79	4.95	4.51	6.32	4.46
ACOD1	2.31	0.52	0	0.01	0.37	0.7	0.07
ACOT1	5.17	1.86	2.66	1.28	2.24	2.22	2.63
ACOT11	3.81	3.46	1.66	0.52	0.48	5.78	1.2
ACOT12	3.92	0.55	2.83	0.06	0.31	1.88	1.81
ACOT13	4.51	3.23	2.74	3.82	4.14	3.29	1.38
ACOT2	5.76	4.35	4.49	4.37	4.07	3.69	3.9
ACOT4	3.23	1.14	0.96	0.42	1.06	1.04	0.94
ACOT6	3.65	1.75	0.58	0.21	0.46	0.28	0.18
ACOT7	4.77	3.3	4.14	3.56	3.28	6.05	4.72
ACOT8	5.22	5.57	1.81	1.59	2.25	4.62	1.67
ACOT9	3.26	3.58	4.4	5.4	5.73	4.62	4.28
ACOX1	5.71	5.4	6.49	5.43	6.59	6.17	6
ACOX2	4.24	2.32	5.1	2	1.65	2.97	3.19
ACOX3	4.68	3.33	3.38	3.24	4.43	3.82	3.03
ACOXL	2.24	0.07	0.2	2.23	1.66	0.43	0.5
ACP1	6.23	5.9	4.78	5.66	5.21	6.19	4.5
ACP2	5.8	5.39	3.18	2.64	1.7	4.62	2.25
ACP3	4.12	1.3	3.36	1.6	6.37	3.47	1.9
ACP4	3.27	1.84	0.04	0.04	0.04	0.55	0
ACP5	5.54	4.68	5.26	5.78	4.23	7.73	4.69
ACP6	4.51	3.38	4.72	0.96	3.71	4.97	3.19
ACP7	2.11	0.36	0.24	0	0.07	3.08	0.57
ACR	4.58	2.48	0.29	0.12	0.82	0.84	0.18
ACRBP	4.42	2.75	2.68	1.51	1.87	2.46	1.42
ACRV1	3.17	2.83	0.2	1.16	0.49	0.36	0.28
ACSBG1	3.67	1.99	0.42	0.39	0.24	0.77	0.06
ACSBG2	4.42	2.3	0.37	0.16	1.5	0.41	0.12
ACSF2	5.54	3.21	3.94	2.09	3.03	4.47	2.42
ACSF3	5.73	6.41	4.32	4.57	3.98	5.64	4.06
ACSL1	3.73	3.3	5.46	3.06	4.96	3.94	4.32
ACSL3	5.17	5.84	5.5	6.73	5.49	5.65	4.8
ACSL4	4.74	3.07	2.41	3.89	3.13	5.26	4.02
ACSL5	2.6	1.43	4.88	2.52	5.38	5.32	4.57
ACSL6	4.37	2.77	1.45	0.54	0.34	0.36	0.18
ACSM1	3.8	0.88	0.94	0.59	3.83	0.81	0.2
ACSM2A	3.19	1.37	4.75	0.38	0.58	2.32	3.63
ACSM2B	3.28	1.83	6.05	0.18	1.11	2.9	3.94
ACSM3	5.45	2.18	4.39	1.43	6.2	3	4.96
ACSM4	2.86	0.34	0.31	0.03	0.1	0.36	0.01
ACSM5	3.94	2.66	3.66	0.29	0.71	2.44	2.73
ACSM6	3.37	1.41	0.29	0.1	0.33	0.67	0.06
ACSS1	5.82	3.23	0.82	0.82	1.41	2.56	1.76
ACSS2	5.12	2.99	3.46	2.4	4.16	3.91	3.63
ACSS3	4.02	3.96	3.03	2.24	0.61	2.22	2.56
ACTA1	3.66	1.57	0.55	4.72	0.99	0.93	0.25
ACTA2	7.62	7.57	7.93	9.13	5.77	7.18	8.38
ACTB	11.26	10.84	12.93	12.12	11.49	12.43	11.86
ACTBL2	2.3	0.81	0.07	0.08	0.4	0.32	0.18
ACTC1	3.71	1.42	0.33	1.04	0.33	0.21	0.07
ACTG1	10.29	11.2	11.68	11.68	12.26	12.12	10.67
ACTG2	4.34	2.77	3.17	4.44	3.05	3	3.61
ACTL10	2.45	2	0.05	0.01	0.15	1.05	0.02
ACTL6A	6.11	5.48	5.42	7.24	7.3	6.98	5.8
ACTL6B	3.51	6.57	0.41	1.86	0.34	0	0
ACTL7A	4.2	1.35	0.1	0.01	0.38	0.57	0.03
ACTL7B	4.06	0.85	0	0.03	0.19	0.67	0
ACTL8	2.85	0.86	0.06	0.01	0.19	0.29	0
ACTL9	3.27	0.45	0.04	0	0.07	0.29	0
ACTN1	6.88	6.41	6.35	6.04	5.67	7.61	6.48
ACTN2	3.05	1.61	0.11	0.29	1.04	1.33	0.33
ACTN3	3.12	1.12	0.11	0.04	0.23	0.33	0.01
ACTN4	9.89	8.74	7.65	7.51	7.56	10.14	8.67
ACTR10	4.78	5.74	5.02	5.27	5.36	5.77	4.53
ACTR1A	6.16	5.23	3.7	4.19	4.01	5.66	4.08
ACTR1B	4.67	5.75	3.23	3.16	3.74	5.34	2.97
ACTR2	5.43	5.77	6.74	7.39	8.06	7.58	6.4
ACTR3	6.5	5.75	6.93	7.65	7.44	8.27	6.83
ACTR3B	3.66	5	2.74	3.42	2.22	2.54	2.21
ACTR3C	5.05	5.11	3.91	3.98	4.55	5.21	3.44
ACTR5	2.99	2.33	1.74	1.38	1.71	3.02	1.7
ACTR6	3.74	3.94	3.27	4.45	5.89	3.52	2.82
ACTR8	4.2	4.28	2.9	3.02	4.09	4.82	2.93
ACTRT1	2.87	0.38	0	0.65	0.34	0.19	0.03
ACTRT2	2.92	1.6	0.24	0	0.28	0.58	0
ACTRT3	3.32	1.78	0.25	0.2	0.56	1.5	0.32
ACVR1	4.11	4.24	3.64	4.51	3.79	3.99	3.49
ACVR1B	4.69	4.66	3.01	2.76	3.55	3.17	2.88
ACVR1C	2.35	4.16	0.85	2.9	1.06	1.04	0.93
ACVR2A	3.09	3.94	2.9	4.14	2.24	2.6	2.81
ACVR2B	4.44	5.46	3.84	3.94	3.31	4.11	2.27
ACVRL1	4.98	2.83	2.65	3.48	1.54	3.05	2.78
ACY1	5.96	4.15	6.26	3.52	4.91	6.16	4.79
ACY3	2.72	0.82	1.18	0.41	0.34	2.39	0.96
ACYP1	5.06	7.07	2.87	5.8	5.74	3.9	2.55
ACYP2	3.27	1.94	1.55	0.97	1.81	2.19	0.55
AD000671.1	0	0	0.41	0.36	0.28	0	0
AD000671.2	1.3	0.14	0.03	0.32	0.1	0	0
ADA	4.18	3.39	2.58	2.71	1.69	2.73	3.13
ADA2	4.3	5.11	3.46	4.53	3.28	3.71	4.48
ADAD1	2.43	0.06	0.06	0.04	0.19	0.28	0
ADAD2	4.18	1.4	0.11	0	0.23	0.93	0
ADAL	2.44	3.95	1.91	3.25	3.21	1.65	1.66
ADAM10	5.57	6.76	7.49	8.44	7.39	6.93	7.14
ADAM11	2.38	0.94	0.07	0.06	0.3	0.67	0.04
ADAM12	3.46	3.09	2.78	4.83	3.64	3.02	3.42
ADAM15	6.3	7.56	5.42	3.77	6.13	7.02	4.52
ADAM17	5.61	5.31	4.33	5.38	4.53	5.94	4.01
ADAM18	2.08	0.51	0	0.03	0.79	0.55	0
ADAM19	3.76	2.61	3.69	3.74	1.32	6.61	3.55
ADAM2	2.57	0.18	0	0	1.29	0.52	0
ADAM20	4.45	3.15	0.9	2.79	2.49	2.1	1.27
ADAM21	4.41	3.38	0.76	2.72	2.3	1.86	1.12
ADAM22	4.25	6.68	0.84	4.79	5.27	2.27	1.82
ADAM23	3.44	2.83	1.46	1.96	1.16	3	1.11
ADAM28	3.88	3.86	3.64	7.35	3.39	2.67	3.09
ADAM29	2.3	0.95	0.04	0.15	0.3	0.42	0.01
ADAM30	2.94	1	0.04	0.04	1.18	0.3	0.04
ADAM32	3.04	1.08	0.63	1.38	1.6	1.99	1.43
ADAM33	3.48	3.23	0.06	0.08	0.19	0.72	0.54
ADAM7	1.67	0.58	0.06	0	0.53	0.24	0
ADAM8	5.73	3.29	4.11	0.79	1.06	6.66	1.83
ADAM9	4.44	4.85	7.32	7.02	7.95	6.79	6.67
ADAMDEC1	1.26	2.45	1.16	4.47	2.29	0.46	1.88
ADAMTS1	3.07	1.97	2.83	2.44	1.75	2.88	2.78
ADAMTS10	6.13	3.51	2.36	2.07	1.58	4.27	2.68
ADAMTS12	4.64	2.6	3.58	4.03	1.7	3.71	2.99
ADAMTS13	5.5	3.99	3.13	2.36	3.22	3.93	2.26
ADAMTS14	3.15	5.57	0.59	0.84	0.16	2.9	1.36
ADAMTS15	2.17	1.29	0.55	0.08	0.39	0.97	0.16
ADAMTS16	4.74	2.37	0.25	0.11	0.43	3.02	0.18
ADAMTS17	4.05	1.8	1.66	2.41	1.1	2.4	2.29
ADAMTS18	3.98	1.46	0.1	0.12	0.53	0.77	0.45
ADAMTS19	3.7	1.89	0.04	0	0.61	0.26	0.01
ADAMTS2	5.03	4.16	3.3	3.98	1.68	4.43	3.86
ADAMTS20	2.89	0.52	0.11	0	0.38	0.42	0.01
ADAMTS3	3.33	0.65	0.12	0.42	1.17	1.83	0.34
ADAMTS4	3.92	2.66	1.56	1.42	0.84	1.2	1.49
ADAMTS5	2.61	1.29	1.4	1.14	0.38	1.12	1.54
ADAMTS6	5.1	4.81	2.28	2.6	2.09	3.13	2.29
ADAMTS7	4.35	3.14	0.86	0.63	0.33	1.84	0.82
ADAMTS8	2.88	0.9	0.04	0.11	0.43	0.53	0.19
ADAMTS9	5.48	2.6	3.82	2.92	2.15	2.82	3.24
ADAMTSL1	4.16	5.08	1.6	2.93	1.18	1.87	1.76
ADAMTSL2	3.76	2.98	2.08	2.17	0.6	2.68	2.34
ADAMTSL3	2.8	1.79	2.23	1.26	3.58	1.77	1.44
ADAMTSL4	4.91	3.18	3.92	2.4	1.24	5.07	3.2
ADAMTSL5	3.84	0.68	0.72	0.01	0.15	2.41	0.3
ADAP1	5.36	1.68	2.93	0.11	0.68	5.55	2.21
ADAP2	3.06	3.13	2.93	3.63	3.15	4.64	3.78
ADAR	8.22	7.94	7.39	8.22	9.25	8.28	7.32
ADARB1	3.36	3.56	1.97	1.93	2.83	2.27	1.76
ADARB2	4.48	4.4	0.06	0.64	0.37	2.07	0.01
ADAT1	4.72	5.44	3.32	3.56	2.71	4.38	2.6
ADAT2	1.55	0.65	0.37	1.04	0.88	1.18	0.7
ADAT3	4.98	2.97	0.25	0.1	0.31	1.8	0.01
ADCK1	4.62	3.22	1.63	1.82	1.65	1.77	1.52
ADCK2	3.97	4.82	3.01	2.93	3.12	4.34	2.15
ADCK5	3.11	4.34	1.1	0.89	1.23	3.64	1.19
ADCY1	2.72	7.16	0.63	3.66	3.26	0.67	0.57
ADCY10	4.03	1.59	1.13	0.52	1.22	0.8	0.6
ADCY2	2.74	4.45	0.01	0.15	0.29	0.14	0.08
ADCY3	6.1	5.99	3.55	4.32	3.14	5.73	3.23
ADCY4	4.9	3.44	2.3	1.58	1.59	2.35	1.82
ADCY5	2.97	5.52	1.28	2.38	0.36	2.29	1.07
ADCY6	5.25	5.77	4.05	3.28	4.91	5.75	2.71
ADCY7	3.28	2.23	2.28	1.23	0.77	5.02	2.47
ADCY8	3.18	0.99	0.08	0.04	0.42	0.7	0.07
ADCY9	4.25	4.4	2.2	2.16	2.03	4.38	1.69
ADCYAP1	2.99	5.45	0.04	1.92	0.4	0.7	0
ADCYAP1R1	2.28	0.63	0.15	0.25	0.08	0.28	0.08
ADD1	7.68	7.14	5.94	5.87	6.11	7.79	5.27
ADD2	3.58	6.5	0.31	3.27	0.67	1.48	0.07
ADD3	5.18	6.24	5.37	5.73	6.3	7.04	5.76
ADGB	3.99	1.58	0.36	0.15	3.4	0.36	0.01
ADGRA1	3.13	1.95	0.04	0	0.07	0.21	0
ADGRA2	3.44	3.18	2.59	2.97	0.6	3.4	3.14
ADGRA3	5.61	4.34	5.29	3.45	5.03	4.61	3.6
ADGRB1	2.68	2.45	0.26	0.24	0.25	1.56	0.2
ADGRB2	4.71	4.45	0.45	1.23	2.56	2.54	0.31
ADGRB3	3.79	0.74	0.24	0.65	0.53	0.3	0.93
ADGRD1	8.31	3.94	1.86	1.29	1.23	3.18	2.96
ADGRD2	4.82	0.84	0.03	0.41	0.28	1.65	0
ADGRE1	3.14	0.84	0.44	0.26	0.24	0.92	0.51
ADGRE2	3.85	3.05	6.48	3.78	2.34	2.69	3.42
ADGRE3	2.88	1.01	1.27	0.41	0.34	0.33	1.29
ADGRE5	7.83	3.68	6.17	4.49	3.48	8.05	5.32
ADGRF1	4.39	1.03	2.68	0.25	1.99	2.39	0.64
ADGRF2	2.77	0.77	0.11	1.1	0.37	0.77	0.06
ADGRF3	2.95	1.95	0.24	0.4	0.51	1.68	0.14
ADGRF4	2.63	1	1.53	0.63	0.54	0.93	0.46
ADGRF5	4.69	4.2	3.08	4.11	2.61	3	2.66
ADGRG1	5.27	8.2	6.69	6.85	6.06	7.91	5.7
ADGRG2	1.83	0.42	0.3	0.72	2.93	0.55	0.08
ADGRG3	3.1	1.32	0.87	0.39	2.23	0.96	1.01
ADGRG4	3.02	0.36	0.04	0.03	0.6	0.3	0.06
ADGRG5	4.22	2.8	0.43	0.9	0.55	2.03	0.99
ADGRG6	4.1	1.75	5.12	1.32	3.93	5.03	3.65
ADGRG7	2.75	0.5	1.44	0.01	0.2	0.76	0.44
ADGRL1	6.35	7.11	2.19	2.79	3.64	5.23	1.7
ADGRL2	5.68	4.41	3.79	5.44	2.23	3.8	3.17
ADGRL3	5.86	4.79	1.94	2.03	0.61	1.95	0.69
ADGRL4	3.44	1.94	3.41	3.41	2.66	2.06	2.82
ADGRV1	5.64	8.32	1.9	6.87	6.3	1.41	2.05
ADH1A	2.9	1.27	8.02	0.18	0.61	2.47	6.2
ADH1B	2.94	1.55	10.12	1.88	0.8	4.29	7.82
ADH1C	2.83	0.77	8.01	0.72	0.7	2.12	5.15
ADH4	2.72	0.52	6.88	0.41	0.32	2.66	5.06
ADH5	5.65	4.18	5.08	4.43	4.48	5.71	4.71
ADH6	3.18	1.32	5.24	1.44	1.07	1.7	3.7
ADH7	2.53	0.1	0.11	0	0.41	0.21	0
ADHFE1	3.76	2.15	3.32	2.1	3.47	3.89	1.7
ADI1	3.96	2.83	3.81	2.64	3.22	3.41	2.36
ADIG	2.56	0.91	0.18	0	0.16	0.66	0
ADIPOQ	0.19	0	0.04	0.03	0.01	0.04	0
ADIPOR1	6.06	6.89	4.69	4.93	5.73	6.21	3.79
ADIPOR2	5.38	4.88	4.34	3.71	2.13	5.67	2.45
ADIRF	4.28	4.66	2.89	2.6	2.54	3.78	5.71
ADK	4.35	3.54	5.66	4.27	5.24	4.63	4.27
ADM	4.42	5.44	4.04	3.89	1.97	3.79	3.61
ADM2	2.08	1.01	0.3	0.15	0.19	1.74	0.19
ADM5	3.01	2.25	0.06	0.06	0.19	0.64	0.07
ADNP	5.5	6.66	4.33	5.41	5.61	5.17	4.27
ADNP2	4.55	5.12	2.07	3.55	3.22	3.33	1.45
ADO	2.73	1.25	0.36	0.06	0.12	2.61	0.24
ADORA1	3.77	2.19	0.68	0.04	0.41	1.41	0.11
ADORA2A	2.95	2.98	1.24	1.99	0	0	0.2
ADORA2B	2.66	1.94	2.41	0.32	0.58	3.91	1.37
ADORA3	3.55	2.79	2.61	2.92	2.9	3.21	1.52
ADPGK	4.91	5.45	4.3	4.38	4.02	5.54	4.15
ADPRH	3.08	2.04	1.2	1.29	0.81	2.94	1.32
ADPRHL1	2.57	2.76	0.57	0.82	2.55	3.08	0.84
ADPRM	2.97	2.27	2.01	2.65	2.74	2.35	1.81
ADPRS	3.66	2.36	1.36	1.4	2.25	4.58	1.71
ADRA1A	3.36	2.19	3.36	0.23	1.59	1.43	1.7
ADRA1B	2.94	0.93	1.66	0.28	0.36	3.22	0.53
ADRA1D	3.28	0.77	0.11	0.01	0.21	0.58	0.01
ADRA2A	3	3.48	0.07	0.36	0.28	0.26	0.23
ADRA2B	2.99	0.88	0.39	0	0.4	0.52	0.04
ADRA2C	4.35	0.79	0.3	0.14	0.53	0.57	0.42
ADRB1	2.93	1.63	0	0.06	0.68	0.48	0.06
ADRB2	3.09	1.69	1.81	1.04	5.02	1.35	1.68
ADRB3	3.64	1.79	0	0	0.82	1.21	0.03
ADRM1	6.2	5.98	4.17	3.68	4.51	6.24	4.64
ADSL	6.11	5.51	5.45	6.18	6.8	5.66	5.36
ADSS1	4.29	3	2.32	1.55	2.58	5.25	1.58
ADSS2	4.05	5	4.6	4.58	4.98	4.93	4.48
ADTRP	2.26	1.99	0.99	0.28	0.99	3.92	0.38
AEBP1	5.22	6.67	6.33	7.4	4.01	5.83	7.78
AEBP2	5.46	5.22	5.21	5.35	4.3	6.19	4.88
AEN	3.88	4.67	1.52	1.23	0.71	2.88	1.55
AF131215.5	1.57	2.75	0.43	1.68	2.34	0.88	0.23
AF196969.1	1.71	0.58	0.37	0.39	0.37	0.38	0.07
AF241726.1	0.99	0	0.67	0.32	0.68	0.37	0.7
AFAP1	4.1	3.77	3.58	2.7	3.03	6.19	3.19
AFAP1L1	4.5	2.89	2.57	2.09	1.96	2.84	2.32
AFAP1L2	3.98	2.84	1.55	1.82	1.23	5.7	2.48
AFDN	7.86	7.45	5.8	7.02	8.62	7.43	5.8
AFF1	6.51	6.21	5.65	6.44	7.25	5.95	4.37
AFF2	5.29	0.58	0.5	0.81	1.15	1.04	0.29
AFF3	7.03	7.71	2.67	3.92	2.19	2.42	2.05
AFF4	6.82	7.3	5.27	6.25	6.48	6.05	4.87
AFG1L	5.46	3.22	2.2	2.74	3.67	3.12	2.63
AFG3L2	5.48	5.73	3.65	4.74	6.09	4.44	4.94
AFM	2.63	0.58	5.87	0.07	0.32	2.64	4.13
AFMID	4.05	4.19	4.31	3.43	5.26	5.39	4.13
AFP	2.53	1.84	2.01	0.53	0.24	0.5	0.54
AFTPH	4.02	4.95	4.04	5.04	5.52	5.08	4.58
AGA	3.4	4.1	5.66	4.79	5.38	3.55	4.21
AGAP1	5.71	7.02	4.56	5.13	5.28	5.84	4.13
AGAP10	5.91	4.88	2.21	4.86	5.69	5.12	5.19
AGAP2	4.34	2.5	0.9	0.79	0.96	3.53	0.8
AGAP3	6.3	6.69	3.46	3.71	3.91	5.55	3.13
AGAP4	6.15	5.22	5.45	6.01	6.1	5.31	5.38
AGAP5	5.47	4.05	6.15	5.92	5.88	4.36	4.8
AGAP6	6.85	6.48	6.52	6.86	5.84	5.52	5.9
AGAP8	6.19	4.23	6.02	6.33	4.75	3.74	4.27
AGAP9	6.14	5.66	4.78	5.74	6.25	5.44	5.12
AGBL1	1.67	0.7	0	0.15	0.08	0.23	0.03
AGBL2	3.29	3.47	1.82	1.85	2.81	1.2	0.84
AGBL3	3.12	2.75	0.62	1.25	2.01	2.28	0.34
AGBL4	2.9	4.44	0.96	1.86	3.38	0.41	0.3
AGBL5	4.78	5.19	2.97	3.23	3.24	4.61	3.01
AGER	5.82	4.33	2.19	2.84	3.51	3.5	2.45
AGFG1	6.01	6.21	6.07	5.52	5.4	7.17	4.62
AGFG2	5.46	5.33	3.7	3.56	2.82	4.6	2.83
AGGF1	4.78	6.11	2.86	5.14	6.04	3.41	2.88
AGK	4.53	5.23	3.14	4.56	4.47	4.46	3.4
AGL	4.44	3.55	4.86	4.97	3.34	3.07	3.32
AGMAT	2.59	0.7	2.32	0.26	0.92	1.12	1.34
AGMO	2.28	1.86	2.55	5.75	0.41	2.72	1.28
AGO1	5.72	3.86	2.66	3.49	3.54	4.8	2.35
AGO2	6.58	8.11	6.01	6	6.13	7.79	6.21
AGO3	6.28	5.99	4.64	5.5	5.1	5.66	4.29
AGO4	4.82	3.94	3	2.47	3.55	5.22	2.82
AGPAT1	6.05	5.2	2.74	3.48	3.44	5.1	3.63
AGPAT2	5.25	3.56	3.81	1.49	3.42	7.33	2.96
AGPAT3	4.74	5.31	4.39	4.16	5.17	4.72	4.17
AGPAT4	4.83	3.3	2.45	2.4	0.94	4.17	0.52
AGPAT5	5.8	5.38	3.14	5.16	3.84	4.09	2.17
AGPS	4.89	5.16	5.58	6.3	5.73	5.6	5.26
AGR2	2.99	2.68	6.68	4.02	6.14	5.52	7.53
AGR3	1.53	6.62	2.8	2.64	2.41	3.58	3.46
AGRN	5.55	4.51	5.23	2.41	2.98	7.4	4.2
AGRP	3.53	1.5	0.14	0.26	0.37	0.99	0.3
AGT	3.79	4.06	5.72	3.06	0.78	4.96	4.95
AGTPBP1	4.57	5.16	2.5	4.63	4.37	5.02	3.38
AGTR1	5.27	0.68	1.97	0.39	0.74	2.6	1.41
AGTR2	2.24	0.19	0.06	0.04	0.5	0.23	0.06
AGTRAP	4.79	3.86	3.17	1.36	3.65	5.43	2.87
AGXT	2.95	6.49	5.48	0.1	0.07	2.9	3.55
AGXT2	3.41	0.8	4.36	0.1	0.65	1.29	2.18
AHCTF1	5.14	6.48	4.2	5.2	4.87	5.87	4.51
AHCY	5.28	6.61	4.51	4.22	4.09	5.66	4.97
AHCYL1	5.97	5.66	4.95	5.43	5.79	6.73	4.4
AHCYL2	4.67	3.89	4.21	3.11	3.97	3.92	2.78
AHDC1	6.17	4.23	1.88	1.46	0.52	3.85	1.11
AHI1	6.38	7.79	4.56	7.21	7.4	4.43	4.27
AHNAK	5.22	5.56	9.49	6.76	7.46	9.36	7.62
AHNAK2	4	2.03	7.38	1.91	3.32	8.54	4.79
AHR	4.1	5.03	6.43	4.8	4.12	6.61	4.52
AHRR	4.97	2.05	0.18	0.04	0.94	0.72	0.58
AHSA1	7.04	6.46	6.48	7.52	8.58	5.99	6.61
AHSG	2.41	0.93	6.25	0.03	0.49	3.76	5.07
AHSP	3.47	2.13	0.58	0.75	0.66	0.75	0.66
AICDA	3.95	1.67	0.2	0.21	0.54	1.2	0.03
AIDA	4.58	4.74	4.47	5.37	6.22	5.71	4.14
AIF1	3.21	3.63	4.57	5.07	4.54	4.98	5.39
AIF1L	5.11	4.04	1.61	1.9	3.25	1.21	1.23
AIFM1	5.82	4.54	5.04	5.88	6.98	4.91	4.94
AIFM2	3.87	2.98	1.41	0.81	0.71	3.29	2
AIFM3	4.06	2.18	0.62	0.42	0.72	2.94	0.82
AIG1	3.9	4.59	4.75	2.13	3.15	5.94	2.81
AIM2	2.9	1.2	0.34	2.37	0.77	2.87	1.26
AIMP1	4.86	3.89	4.03	5.4	6.42	4.58	4.24
AIMP2	4.74	4.45	2.96	3.24	3.56	3.88	2.76
AIP	5.76	6.24	3.98	4.4	3.09	5.42	4.01
AIPL1	3.51	1.28	0.06	0.06	0.2	0.78	0.01
AIRE	3.2	2.29	0.08	0.01	0.74	0.2	0.19
AJAP1	2.96	0.7	0.07	0.06	0.14	0.18	0.01
