Gene	Sample_14_SS_18_2698	Sample_12_SS_18_4268	Sample_26_SB_20_5744	X27_sb_19_5484	sb_19_6002	Sample_35_SB_18_6513	CL0191_T1R_T	Sample_2_WS_18_051587	Sample_41_CN20_33_A1_B1	Sample_39_S18_11654	Sample_28_SB_20_399	Sample_48_ASP19_05374	Sample_49_NC_20_182_A1	X16_sb_19_5365	Sample_45_RA_023_11	Sample_39_SF_20_216_A1	Sample_47_WS_20_4104	Sample_41_RS_20_1704	Sample_25_SB_20_5907	Sample_23_SB_20_788	Sample_34_SB_18_7364	Sample_10_SS_18_5516	Sample_11_SS_18_5261	Sample_1_WS20_3053
ABLIM3	4.09095	0.49895	1.04139	6.67046	1.06128	0.433911	0.847214	0.914162	3.32443	0.65072	1.05867	0.470767	0.72782	7.06087	0.394393	0.780778	0.938289	0.185876	0.0739629	1.39488	0.244045	0.827546	0.453956	0.866475
ABO	1.03658	3.49786	3.06815	18.3955	0.260982	0.824501	0.190917	1.00802	4.60067	0.572447	0.915518	0.381369	0.0452011	15.7402	0.019641	0.420559	4.22123	0.576602	0.024881	0.156356	3.4861	6.7987	6.00723	2.43016
ABR	2.69174	1.94324	3.36358	4.08944	4.53678	1.68505	4.46823	1.57205	1.71429	1.2625	1.81117	1.21851	2.14878	4.26955	2.53541	2.76396	1.96061	2.08634	1.84726	2.17007	1.86598	4.43355	4.56338	2.63862
ABRA	0.12058	0.191071	0.282428	17.8226	0.23589	0.180243	0.148018	0.527157	7.32916	0.011256	0.400675	0.191544	0.450459	16.4441	0	1.52868	0.330117	0.13149	0.0271719	0.0754929	0.21597	0.14174	0	0.171511
ABRACL	1.10794	2.95073	0.96824	3.32818	1.17778	0.929894	3.98854	2.16982	3.97661	0.888668	0.725249	1.98774	2.21354	3.03456	0.741034	2.95511	2.07577	2.48048	5.17166	1.55326	0.889545	0.561072	1.26456	1.5644
ABT1	5.95273	8.70567	9.32848	80.6012	5.91755	7.29792	11.1967	9.25522	14.2954	6.1325	8.32359	5.62775	11.8045	85.1581	4.71963	6.62102	7.67184	13.5962	7.89019	9.92544	14.6351	26.5453	11.1396	8.46935
ABTB1	24.915	22.3689	13.0961	55.1491	12.385	10.0924	32.4589	14.161	25.1545	15.1853	31.5322	4.6503	22.1433	35.462	5.68972	9.14389	11.9753	4.07396	3.65188	15.9586	33.5908	14.2911	19.0018	19.879
ABTB2	0.57191	0.485838	0.198939	4.7356	0.31584	0.360264	0.712434	0.161875	1.27132	0.361508	0.151122	0.237687	0.356621	4.53397	0.0998731	0.452634	0.338749	0.190436	0.559572	0.401677	0.748015	0.127916	0.258017	0.309015
AC003006.1	16.9089	2.7135	4.44352	14.3508	1.71142	2.93818	0.487489	7.01854	43.6787	9.86095	3.05924	0.332945	2.52428	6.77343	0.871865	10.4011	5.07776	0	3.77844	2.99187	10.2967	2.67758	0	0.740167
AC003688.1	0	2.4494	0.928174	1.34587	0	2.11554	1.60016	0.184304	0	0.6936	0.523919	0	0.690483	2.96445	0	0.620744	0	0.356152	0.620125	1.18882	0	1.31835	0	2.7535
AC005154.6	4.82546	3.00969	3.07038	1.83606	1.91006	3.9136	0.624848	2.96457	17.0215	1.13315	2.70989	4.48095	1.88279	3.14257	2.04713	4.43494	7.62436	1.51535	1.12529	2.13161	2.31529	0.852142	1.99514	1.24847
AC005702.2	1.20279	0	0.222694	3.39056	0.471737	1.25401	0	0	0	0	0.293305	0	0	1.24469	0	1.04253	0	0	0	0	0	0	0	0.544054
AC007040.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010323.1	0	0	0	7.09291	0	0	0	0	1.87725	0	0	0	0	14.5071	0	3.58295	0.912618	0	0	0	0	0	0	0
AC010522.1	120.566	112.186	50.7448	85.6597	35.407	26.5807	17.6661	48.5153	71.1317	32.6683	55.0362	65.9105	26.112	82.1261	14.0883	31.4956	48.2504	15.4541	17.4224	51.209	33.0677	13.9394	14.837	11.8101
AC011499.1	9.53809	0.583403	0	0	0.367955	1.30417	0.838481	2.41438	4.08301	0.605744	0.228778	3.29282	1.44725	2.91258	2.24941	10.3002	20.4449	1.08864	0.324946	0.0677108	2.76724	4.02976	4.02771	0.424362
AC018512.1	0.32746	0.305447	0.272829	36.9234	0	0	0.438995	0.252814	0	0	0	0	0	37.6144	0	0.851492	0.207848	0	0	0	0	0	0	0.222179
AC020915.1	32.5452	39.3458	20.1978	7.17538	19.2535	21.6098	4.87489	44.9187	4.74769	14.0871	24.3409	16.8137	24.6117	9.03124	2.61559	32.464	8.07826	25.498	17.003	16.2978	34.1079	26.4411	22.9709	4.68772
AC020915.2	0	0.0151297	0.0180188	0	0	0.0169109	0	0.0751363	0	0.0314183	0.0949287	0.0297025	0	0.70498	0	0	0.0205907	0	0.016854	0.00702394	0.114823	0	0	0
AC020922.1	0	0.202571	0	2.44874	0	0.226419	0	0	0	0	0	0	0	0	0	0.188235	0.275687	0	0	0.0940428	0	0	0	0
AC022384.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124339	0	0	0	0	0	0	0	0
AC040162.1	11.541	11.9806	14.8887	356.817	7.88475	7.56885	10.9801	17.2456	56.3844	10.8169	9.6686	6.47656	13.9987	309.75	1.56209	12.9075	9.68842	5.36913	9.47758	7.81899	18.4483	5.82533	5.02321	2.77856
AC064853.2	0	0	0	0.444664	0	0	0	0	0.205953	0	0	0	0	2.32614	0	0.0341814	0.250308	0	0	0	0	0	0	0
AC064853.3	0.00499943	0.00279801	0.00222153	2.72277	0.0164707	0.0145946	0.00536182	0	2.25064	0	0.00292593	0.0173945	0	3.27179	0	0.443733	0.0812357	0	0.00207792	0.00173196	0.0176956	0.00736257	0.00858529	0
AC068946.1	0	0.702895	1.04639	753.032	0.886638	2.35693	3.53576	0.872667	0	0.729812	1.79164	0	0.21796	624.625	0.225844	1.95946	0	0	2.54476	0.815793	4.00083	0	0	0
AC078927.1	0	0	0	4.19784	0	0	0	0	0.972145	0	0	0.170436	0	2.31157	0	0	0.236303	0	0	0	0	0	0	0
AC093668.1	0.367911	0	0	0	0	0	0	0	1.92142	0	0	0.168431	0	0	0	0.159446	0	0	0.573434	0	0	0	0	0
AC097372.1	0	0	0	2.17666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097662.2	0.690306	1.05506	0.99851	11.2024	1.0295	4.18964	1.75143	0.741352	12.2753	0.780517	2.03561	4.16934	1.67931	13.0625	1.21884	1.29947	4.15152	1.35271	1.6915	1.26346	0.739703	0.820268	3.4374	2.03095
AC098650.1	0	0	0.613063	0	0	0.19179	0	0	0	0	0.134575	0	0	0	0	0	0	0	0	0.0796598	0	0	0	0
AC104304.1	0	0	0	6.78113	0	0	0	0	3.14078	0	0	0.825959	0	5.60111	0	0.260633	1.52688	0	0	0	0	0	0	0
AC104581.1	0.0516047	0.192542	0.458617	143.433	0	0.511123	0.138363	0.159365	1.61703	0	0.0377522	0.0472496	0	186.482	0	0.313104	0.131019	0	0.107243	0	0	0	0.126598	0.0700268
AC105052.1	0	0	0	0	0	0.287685	0	0.568089	1.92142	0	0	0	0.212831	0	0	0	0	0	0.191145	0.557618	0	0	0.225642	0
AC106782.1	0.286903	0	0.318718	0	0	0	0	0	0.749176	0	0.314832	0.26269	0.165969	0	0	4.84921	4.18841	0.285357	0.149058	0	0	1.58444	1.23171	0.194662
AC107871.1	0.795062	3.70807	1.76645	41.8361	0	1.45061	0	0.613825	0	5.13342	1.64798	0	1.99304	45.2519	0	0	7.23327	3.82209	4.13067	1.2624	8.44243	3.65898	1.13777	2.15778
AC114296.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09085	0	0	0	0	0	0	0	0	0	0
AC124312.1	51.7342	4.29178	13.2977	286.608	34.6828	87.5947	45.2339	36.1579	40.6347	43.4745	16.611	41.4086	16.446	304.264	20.494	5.90103	16.6678	8.70612	21.6112	10.3186	59.0522	26.5116	21.1984	32.8932
AC126755.2	71.3747	2.23066	50.8842	124.454	6.06043	0.671264	0	0	0	8.19536	10.0932	0.168431	0	55.9672	0	0	0.467046	2.37853	1.14687	7.80666	78.1339	6.43407	2.25642	0.249625
AC131160.1	0	1.29235	0	0	0	0.206356	0	0.305617	0	1.15015	0.723981	0.181223	0	2.45787	0	0.857779	0.251259	0	0	0	0	0	0	0
AC135068.1	0	0.178048	0	33.002	0	1.16088	2.85749	0	52.0033	0.123244	0.0116367	1.70401	0	43.9504	0	0.0689365	7.95593	0.0158209	0.677659	0	0	0	0	0.647552
AC138647.1	0	0	0	0.75254	0	0.00397613	0	0.0235549	0.458094	0.0147742	0	0.0139674	0	1.51549	0	0.399976	0.0338893	0	0	0.00495445	0	0	0	0.0103503
AC138969.1	0	0	0	317.357	1.22652	0.135851	0	0	0	0	0.381297	0	0	231.388	0	0	4.30071	0	0	0	0	0	0	0
AC245033.1	2.0476	12.6751	2.06787	18.8903	2.62825	2.81406	0.998192	7.7605	7.77716	5.04787	3.94915	1.36349	4.09193	39.2967	4.90943	5.96973	14.1782	6.47998	10.2513	6.85169	24.3781	1.37067	3.65325	1.76818
ACAA1	9.8014	3.82733	3.39826	32.7744	1.62977	5.83625	3.49756	7.10994	9.08426	1.72682	2.49474	3.53698	3.64422	22.0246	1.60394	7.10938	3.0018	4.8442	4.94982	5.4728	2.55033	3.93023	49.988	1.23027
ACAA2	12.7577	8.78343	5.11586	7.2062	6.14531	4.04733	19.2386	10.8857	4.32521	7.77233	5.75651	2.94717	4.42053	7.10571	4.0168	10.5797	6.67267	5.39872	5.39072	2.49917	9.65062	9.30677	3.63032	12.463
ACACA	7.03766	8.93497	6.15155	4.65986	3.59447	4.65777	4.26091	10.4978	6.56999	8.98252	6.57994	8.1781	6.67131	5.56063	4.72252	8.05352	7.39496	10.6351	5.43717	21.5799	4.57505	9.3411	4.52005	3.90071
ACACB	6.74556	4.47108	3.23158	14.5913	2.41426	3.94733	3.09194	2.67118	4.84634	2.11307	2.23691	2.03006	0.816413	13.1666	0.312641	4.78551	1.6587	1.2762	0.970988	3.15521	1.75307	5.15364	3.96892	1.3891
ACAD10	6.46756	5.02283	3.28519	11.2247	2.35733	4.09492	5.54114	4.82454	4.04899	3.02864	4.01904	2.63515	1.6677	10.9203	1.42306	3.36896	3.37082	2.35122	1.77492	2.66785	5.03036	2.85401	3.13828	2.82831
ACAD11	4.38285	11.7784	2.71864	5.85458	3.37087	1.52444	2.84273	3.63053	5.71381	2.37016	4.53225	2.64614	1.28274	4.92594	1.64855	5.86158	4.96497	1.0621	2.12954	2.79916	5.12306	1.8179	2.75094	2.12769
ACAD8	19.8776	15.1101	17.935	38.0903	14.8658	12.1399	27.3705	24.8762	21.6091	14.6254	16.8053	9.73358	12.1795	26.2802	6.16142	31.0376	34.7353	17.2316	5.6138	17.6023	20.7437	11.6524	21.2618	14.4275
ACAD9	62.2538	124.407	23.8839	25.2799	22.3273	15.0718	25.0852	50.2139	40.7988	40.5022	56.6855	27.9765	34.7999	17.1641	7.35063	43.2499	45.8373	42.9146	31.8246	26.9926	71.6105	51.4208	44.0532	43.8552
ACADL	1.94323	2.31284	0.246539	5.44849	0.806399	0.876468	0.265703	0.764438	5.19496	0.192758	0.156568	0.294697	0.0226416	6.31589	0.807647	1.99759	0.646443	0.0964931	0.823764	0.858984	0.425922	0.20312	0.561806	0.0830577
ACADM	13.4719	9.8125	9.57253	6.36737	10.4842	10.6142	12.4872	13.5342	7.71025	7.61288	10.4345	22.7448	12.9807	6.97101	6.69889	35.5521	37.8894	12.1963	10.2015	7.06118	10.8276	12.9277	7.95526	8.10114
ACADS	5.69297	2.60455	2.951	34.6406	3.58056	4.33993	5.14872	1.93164	4.71975	1.66353	3.88509	0.887642	1.68942	28.6347	0.837843	2.45251	1.51158	1.24097	0.449606	2.79211	3.05533	8.39079	4.32931	1.98446
ACADSB	10.0357	2.38822	1.59184	4.75145	1.79901	2.51275	2.00132	1.95957	7.65901	1.05105	1.43853	67.8238	1.11442	5.7327	1.80562	11.9059	3.20678	0.919253	4.60778	8.00375	1.08484	1.53334	1.05475	1.74707
ACADVL	295.732	200.955	237.667	115.372	196.422	306.318	275.766	171.092	122.606	111.813	157.887	98.7441	121.005	104.008	192.679	252.062	125.342	116.341	189.732	202.669	149.47	454.048	421.743	148.522
ACAN	2.45354	2.28759	7.8737	21.0151	0.391942	1.97486	0.915296	1.51788	7.04727	0.365576	1.90325	0.334662	0.0470429	19.1061	0.943093	1.95797	0.877756	0.857918	0.800706	0.520034	1.59542	3.61921	1.91257	0.788982
ACAP1	1.70586	2.82629	5.17966	40.9344	0.585774	2.94856	9.62711	2.64532	12.1152	3.79654	3.97875	22.8194	27.5813	36.6718	1.98736	3.81476	2.33812	3.99566	1.80839	24.288	0.710783	2.61463	12.3211	1.00484
ACAP2	4.95736	9.96358	3.71861	3.01105	2.60628	1.2546	4.53451	5.78041	4.66455	2.24514	10.8149	7.2263	5.70005	2.70364	1.8129	14.0851	15.2219	2.32943	2.28581	3.45619	6.15279	2.48508	2.83792	3.91609
ACAP3	34.408	9.05114	22.0951	35.6117	6.17671	8.79051	17.6804	18.7306	6.40621	18.2033	6.76949	4.98598	38.4508	29.9302	3.23041	18.2265	18.9683	43.4984	17.3494	8.11045	40.3317	59.7509	33.6527	5.41349
ACAT1	27.638	9.04007	10.8007	8.65736	10.5198	7.87793	11.7913	15.2929	6.12584	6.46202	11.3718	18.7145	5.4325	7.16471	5.54337	38.5454	20.2644	18.0037	12.5828	11.2028	7.71131	11.6019	6.85354	10.0907
ACAT2	8.94524	13.4792	7.35874	18.3907	8.12416	3.6625	18.4571	14.2519	5.0231	5.77669	7.0803	10.7145	7.59058	14.5048	6.14861	10.7689	13.2877	11.1068	6.65576	4.87982	8.99265	8.7437	5.85587	12.9407
ACBD3	7.12725	9.08324	5.711	7.05414	3.63825	4.16392	6.86206	7.02921	8.29185	5.31099	6.15985	9.76888	7.33013	9.08247	12.1095	15.0197	13.1769	11.0145	8.18121	7.7689	12.5543	7.81819	8.35194	7.82132
ACBD4	12.6108	6.0874	3.45093	25.0185	5.97585	7.37059	11.862	4.83835	14.4185	2.89745	3.70959	2.80102	5.25444	22.859	3.08804	6.61848	4.47478	7.20127	0.883767	7.38376	5.51441	12.5728	12.1201	11.4298
ACBD5	10.1602	12.2218	8.01919	8.06633	8.8983	11.7851	10.9964	14.7625	7.91765	10.7381	6.24523	12.3191	7.2641	8.02686	10.2361	49.3555	14.6807	10.725	3.401	9.32945	4.42362	6.41546	9.3353	9.55057
ACBD7	3.62076	2.09821	2.27043	3.93226	4.08693	2.05479	4.17602	9.37733	1.77775	2.22027	1.22988	4.0543	4.09266	4.35653	1.4008	12.8942	5.64406	3.40501	0.17613	0.125145	1.6868	1.01284	3.31646	5.04906
ACCS	2.78406	9.8735	5.53626	26.9696	4.20882	2.83225	6.85522	1.95283	6.48444	2.61194	4.28912	1.81755	1.96349	25.9932	0.83184	2.31165	0.941596	4.11789	2.55634	4.09233	1.46393	3.82885	8.65794	2.13132
ACCSL	0.00130334	0.0255303	0.0361968	45.7858	0.0429388	0.0373684	0.136287	0.0603745	9.14823	0.0302948	0.0324183	0.0978547	0.0392062	45.6822	0.00156248	0.971535	0.26638	0.00259264	0.092091	0.00564398	0.0553587	0.0119963	0.0127896	0.037141
ACD	20.1037	13.6183	28.6575	126.175	13.6201	22.9187	24.0962	19.4889	38.9764	32.2947	32.558	8.6099	20.1768	113.688	13.6787	11.182	27.7676	10.6284	27.0165	19.8603	21.3071	27.8431	13.8622	17.4741
ACE	11.2725	15.1242	32.3531	44.834	3.26362	12.3616	11.6766	10.2872	41.3012	5.01898	19.5883	4.31782	2.857	40.2916	6.71465	37.0143	20.1557	4.24323	3.19687	14.7046	16.4581	20.0205	11.3575	7.59055
ACE2	0.157442	0.065625	0.0739315	4.60542	0.136028	0.11756	0.106044	0.106872	3.00496	0.0449343	0.074004	0.620145	0.0092398	5.76858	0.0483262	0.354678	0.0984844	0.0166428	0.0438624	1.26674	0.215371	0.0490047	0.149738	0.0273509
ACER1	0.0119456	0.0196321	0.0252766	9.55052	0.026772	0.00800636	0.0305035	0.00790505	1.5032	0.0176293	0.0099874	0.0666664	0.0296158	8.38835	0.00477356	0.62272	0.287401	0.0192363	0.00768389	0.102226	0.0140939	0.0136129	0.0355849	0.00231571
ACER2	0.906611	0.328285	0.671564	6.01829	0.28606	0.265049	1.69796	0.765979	7.09932	0.408181	0.375688	0.291584	0.350764	6.39526	0.553687	1.08078	0.360378	0.125612	0.420912	0.862579	1.1272	0.324944	0.896879	0.0982824
ACER3	0.546176	0.757069	0.730267	1.72664	0.43929	0.487745	0.61649	0.915517	1.55809	0.339686	0.622921	0.984633	0.165827	1.71492	0.437982	0.7788	0.664156	0.107878	0.493888	0.901214	0.207129	0.209898	0.292205	0.298328
ACHE	1.18039	0.175497	0.216473	59.0729	0.163395	0.907231	0.324294	0.190217	3.7198	0.308035	0.188436	0.912605	0.160668	59.8147	0.475273	1.00565	0.304239	1.77329	0.393323	2.17846	0.301261	0.626725	0.447825	1.0182
ACIN1	90.2867	138.818	27.7023	24.9872	50.983	44.5993	52.6939	82.4105	40.818	24.3084	19.8559	60.6398	85.7513	24.4529	34.0226	124.156	114.586	112.149	56.1387	34.6659	92.1732	91.1662	135.146	28.1967
ACKR1	4.82696	0.68496	10.4253	75.7346	3.34086	2.6949	11.472	7.73296	20.0699	6.06882	2.74333	8.15787	0.260542	72.6472	0.187803	2.36773	0.652533	0.754713	3.56586	16.3341	0.242589	0.486642	6.62937	1.80029
ACKR2	1.65168	0.152996	0.126274	7.82898	0.171989	0.187952	0.0921873	0.154628	1.8761	0.0131014	0.0115457	0.106485	0.00586914	5.73488	0.19258	0.435137	0.151215	0.0431672	0.018156	0.212433	0.0492114	0.131083	0.173075	0.274077
ACKR3	1.33378	2.73145	7.26536	21.0163	14.4763	1.50805	10.5098	4.16369	5.19483	1.39256	2.51982	2.89044	1.32464	14.7108	3.23009	3.10735	3.10028	0.369268	7.77912	1.99062	2.17627	0.742711	2.073	6.87274
ACKR4	4.38773	12.4078	4.33314	9.36676	5.33874	1.83831	3.99543	4.44301	14.1443	2.83346	5.10963	3.75127	1.68827	7.37604	2.13234	5.8132	6.07696	1.3254	2.84557	3.46422	6.51475	2.08088	4.16582	2.18323
ACLY	16.1031	12.5104	12.9945	16.9923	13.3102	29.2192	30.653	17.4741	6.22381	26.9465	14.5757	10.7939	18.0622	16.1477	8.38794	15.379	16.9036	19.3303	27.4612	12.2354	11.4299	21.7412	13.1027	16.7244
ACMSD	2.60522	1.7255	0.411489	4.33498	0.216758	0.859554	0.197444	1.32721	2.1107	0.374964	0.274946	0.521133	0.143613	5.18093	0.330685	1.45972	1.12303	0.181025	0.228273	0.145686	0.705235	0.668277	0.0945564	0.275386
ACO1	5.48105	6.11074	3.13651	6.71145	1.79659	3.02998	4.28161	5.24084	4.74131	1.7201	2.34314	7.25818	2.35366	8.14826	1.82303	4.75773	3.37005	1.36731	1.08737	3.26747	3.02568	1.71965	1.30575	1.30967
ACO2	7.90104	7.39572	7.74568	15.6842	5.70571	7.18789	12.5986	6.80978	4.64876	7.82565	11.4746	7.43656	6.37441	10.8706	6.33635	3.11673	15.6637	14.8375	8.53685	9.93567	11.2807	9.83603	11.3668	5.74358
ACOT1	16.3617	3.53002	3.86349	48.9264	7.33046	3.71257	3.26306	4.04745	15.1562	5.25867	1.38342	1.83431	1.97126	35.6025	2.18566	5.57047	1.11116	6.60161	1.28402	12.777	3.74433	8.97857	3.82098	2.20724
ACOT11	1.11074	2.2682	1.54642	11.224	0.286587	2.1195	0.752537	0.956924	3.6426	0.803922	1.83332	0.235272	0.967836	10.1176	0.707369	1.10844	1.74156	0.448737	0.10442	0.404717	3.17958	1.07373	1.85195	1.11764
ACOT12	0.661509	0.00749992	0.0362695	3.99323	0.0114672	0.00990702	0.00653277	0.0139201	2.33497	0.00613531	0.0529389	0.0354709	0.116141	5.05285	0.0552056	1.26311	0.124339	0.0104205	0.0167093	0.0169871	0.0940021	0.289298	0.00268977	0.00991887
ACOT13	1.62114	1.84504	1.06237	2.90673	1.0633	0.551677	1.39559	1.54775	1.20887	0.456327	0.74202	1.41017	0.800097	4.20192	1.81433	2.43504	2.50264	0.935219	1.56018	0.751333	0.913901	1.32071	0.82304	1.13648
ACOT2	28.3179	8.09355	10.0193	34.5096	14.3584	8.05981	12.0677	19.0351	22.825	10.7563	8.93882	6.17971	18.7725	36.134	7.11656	11.4877	10.9284	19.0651	16.9991	17.8243	19.559	29.74	25.1656	19.7057
ACOT4	2.02021	1.70783	1.07679	38.1065	3.11813	0.8966	1.23383	1.06835	4.65315	0.689064	0.928769	1.01002	2.06168	30.7814	0.579059	1.89531	0.244441	1.76262	0.603635	1.85	0.623799	1.514	0.404328	1.47034
ACOT6	0.26748	0.450076	0.0233052	12.8822	0.230383	0.40646	0.0515614	0.102579	1.59778	0.216724	0.0319737	0.0928403	0.0728157	14.6541	0.299703	0.850088	0.452738	0.179098	0.0581298	0.116586	0.111383	0.218841	0.0514657	0.0782869
ACOT7	1.22496	0.449244	1.31741	4.18068	0.326322	1.11765	1.97566	1.42184	1.69379	1.82343	0.889985	1.11355	2.39169	4.3043	1.21613	1.41109	0.896042	2.53568	2.11227	0.720595	1.30108	2.12336	0.986518	0.294327
ACOT8	7.77824	4.84713	2.62002	21.339	3.13158	5.6464	4.65585	4.13273	5.69008	2.46762	3.36108	1.67937	2.05172	14.5078	2.39243	2.26458	2.71054	1.9373	4.28296	2.53862	4.3398	4.05904	3.61802	4.45572
ACOT9	0.922499	2.576	2.84205	3.11862	1.32519	1.82001	1.67571	1.7763	2.52268	1.0842	1.62456	3.35384	2.15742	3.37563	0.934584	3.02932	1.21032	1.96219	1.61909	2.16397	1.08237	1.86312	1.5144	1.1124
ACOX1	18.5679	11.157	15.393	11.9272	15.0061	10.2712	11.1053	16.696	13.2336	7.82681	13.2896	8.45715	11.9601	12.7689	9.89964	22.3089	11.1807	6.65673	7.0565	11.6559	9.91199	13.4526	11.8192	8.61179
ACOX2	4.40801	0.921764	0.759915	18.9079	1.60174	1.68117	1.64263	0.549882	4.4022	0.336901	0.562989	0.318503	0.0652037	13.7225	0.309855	1.54841	0.542739	0.0715166	0.21657	0.843019	0.316413	0.803133	0.544684	0.716632
ACOX3	1.79547	2.16654	1.6497	7.85602	1.14377	1.1577	1.27053	2.16361	1.7716	1.19982	1.18811	0.98602	0.902078	7.81987	0.672579	1.34142	1.07644	1.32159	0.0563096	1.77777	0.863904	1.04244	3.96489	1.05062
ACOXL	0.29383	0.158653	0.0258086	1.77178	0.0489462	0.0619494	0.434406	0.28185	0.776688	0.0445296	0.0515218	0.0944418	0.0409989	2.46409	0.133716	0.177191	0.120028	0.0734347	0.0861129	0.420276	0.0912727	0.606057	0.204453	0.0362576
ACP1	11.3679	9.47453	9.76455	27.1993	6.20716	14.6124	13.1279	12.4594	9.19139	12.362	15.1122	10.9723	8.68208	26.3444	6.90881	14.9816	18.4741	20.8254	14.3657	10.136	14.7401	11.3943	9.40942	8.16232
ACP2	8.52056	10.4487	7.26271	54.6917	3.56271	4.78796	11.043	7.93314	13.0503	4.00466	7.89112	4.26145	7.84273	47.0217	2.37119	5.24761	4.63739	3.57185	3.5404	9.79674	6.25763	6.72475	5.23968	4.95274
ACP5	29.8379	29.9449	31.2095	56.5536	4.39109	14.8777	47.2357	16.0662	19.096	17.3129	34.5771	65.1506	44.559	45.9645	12.3789	6.27317	16.4035	13.3062	10.905	88.3417	5.59939	25.2431	21.9403	19.1397
ACP6	1.66143	2.96022	0.305768	7.84317	1.24769	2.22291	1.34974	2.85682	1.96728	0.720753	1.09194	0.962152	0.4779	10.4181	2.0964	0.921445	2.61014	1.4522	1.90417	1.26967	1.64361	0.944315	1.70501	1.55013
ACPP	0.586681	2.29005	0.303871	5.71347	1.83573	0.621268	0.21237	0.392031	3.73733	0.132609	0.38495	0.353334	0.536695	4.84934	0.0235547	0.505853	0.687474	0.086108	0.0382799	57.5143	0.707404	0.159371	0.420631	1.06149
ACR	0.501568	0.0796776	0.345504	46.6396	0.128854	0.242054	0.487421	0.372015	10.0545	0.0296975	1.08637	0.465255	0.083624	32.9377	0.039386	1.30992	0.975929	0.0392121	0.225309	0.24091	0.224821	0.0524152	0.174628	0.163468
ACRBP	1.73921	3.51186	3.58654	44.1807	3.63015	5.51626	3.83239	3.71443	24.0561	3.92385	6.56403	2.82489	0.759399	38.4061	1.91325	11.6657	18.7857	1.70498	1.24287	7.33882	4.50495	0.478404	1.38748	1.65703
ACRV1	5.46828	2.3073	1.35495	19.1972	1.40637	1.45246	2.1307	4.37515	5.02616	3.01547	1.29495	2.59584	0.749852	17.5729	0.113228	4.28098	2.27601	1.38157	1.80206	0.24117	3.40646	1.4389	1.00472	1.0651
ACSBG1	0.0467761	0.0717871	0.0814977	8.01293	0.041866	0.156413	0.153287	0.090129	1.57535	0.0514977	0.109971	0.203893	0.0747022	7.5935	0.0680585	0.171358	0.132717	0.258666	0.243644	0.0948736	0.0735846	0.13137	0.381281	0.224873
ACSBG2	0.727643	0.285661	0.162747	8.59481	0.37401	0.146259	0.173935	0.554679	4.37748	0.194243	0.170848	0.142552	0.0834982	8.85467	0.0816582	1.19321	0.518814	0.115333	0.151946	0.0873189	0.227701	0.0577192	0.103444	0.103802
ACSF2	2.81586	2.50883	1.31967	16.5688	6.67923	1.7622	1.8117	1.07905	5.13731	0.745236	1.05114	1.68607	0.824869	15.4758	0.779249	2.36191	2.46039	1.44155	0.167518	2.43513	0.674078	1.35679	3.76634	11.2414
ACSF3	7.10782	4.96077	4.46069	6.97822	4.58308	3.77448	4.51104	3.91828	5.98848	2.81855	3.91797	4.22823	4.46421	6.28946	1.64692	2.88807	5.10122	3.87646	3.52339	3.54852	4.93307	3.1475	5.87564	3.5938
ACSL1	9.07188	2.04737	4.4613	7.24308	0.854484	2.23575	2.15318	2.25797	1.50195	1.56913	1.83427	2.37451	5.66006	8.05868	4.46888	7.78307	3.44573	4.51313	2.9598	4.86127	0.759958	4.40707	2.6398	0.889848
ACSL3	2.67908	3.78941	2.65036	3.17313	2.62869	3.1448	6.68233	5.30519	1.60967	3.69897	1.92685	7.06082	2.08233	4.20095	2.78335	4.97034	8.55907	2.14405	3.51495	5.10674	1.86916	3.35755	3.17597	3.24206
ACSL4	2.55815	3.35433	2.5363	2.13119	0.953258	2.22758	3.71924	2.16423	1.99886	2.05013	2.37224	4.70392	1.93701	2.30708	2.10324	5.04485	2.8845	1.07465	1.35592	2.16413	0.946581	0.710634	1.19916	0.739602
ACSL5	4.30433	2.18174	2.70027	9.49605	0.739118	0.902775	2.30354	1.19957	4.24501	0.944891	2.01222	4.79169	2.58	10.5867	0.792381	3.06544	0.818616	2.49458	0.276153	10.2162	0.200558	1.1585	4.22343	1.95699
ACSL6	0.709768	0.0294894	0.0597469	4.37823	0.0683011	0.319841	2.25313	0.0221142	2.21562	0.0991601	0.299551	0.134131	0.0824089	4.67706	0.536085	2.48999	0.370097	0.0115927	0.05446	0.119287	0.0674102	0.166741	0.061392	1.42027
ACSM1	0.701268	0.112973	0.0495935	5.98931	0.0656593	0.141357	0.105844	0.115207	2.56571	0.0956809	0.0370441	0.228221	0.0506942	6.93617	0.0649168	0.490495	0.161358	0.0764709	0.469031	0.39971	0.177036	0.0532656	0.184053	0.0594581
ACSM2A	12.6486	0.0249751	0.0153518	16.6171	0.0741865	0.469159	0	0.0546798	6.54283	0.122966	0.00126372	0.0126531	0.00349752	19.4054	0.267661	13.4298	0.226415	0.0120268	0.0026924	0.0142128	0.00611427	2.42947	0.0105944	0.024613
